id,wgt,ethnicity,racegroup,state,gender,education,nativity1,nativity2,legality,income1,income2,age1,age2,reg,vote,voteres,party,partycloser1,partycloser2,favorbo,favordt,favorhc,contact1,contact2,e1,e2,e3,e4,e5,e6,i1,i2,i3,i4,mi1,mi2,mi3,mi4,mi5,mi6,mi7,mi8,mi9,ma1,ma2,ma3,ma4,ma5,ma6,ma7,identity
0600000490,195.1126052,(07) Japanese,(1) Asian American,HI               ,(1) Male,"(4) Some college, but no degree",NA,NA,NA,"(2) $20,000 to $50,000",NA,(2) 35 or above,NA,"(1) Yes, registered",(1) Yes,(1) Clinton,(2) Republican,NA,(2) Closer to the Democratic party,(4) Very favorable,(1) Very unfavorable,(2) Somewhat unfavorable,(1) Yes,(2) No,(2) Somewhat agree,(1) Strongly agree,(2) Somewhat agree,(2) Somewhat agree,(4) Somewhat disagree,(2) Somewhat agree,(1) Strongly agree,(5) Strongly disagree,(1) Strongly agree,(5) Strongly disagree,(2) No,(1) Yes,(1) Yes,(1) Yes,(1) Yes,(1) Yes,(1) Yes,(1) Yes,(2) No,(1) Yes,(1) Yes,(1) Yes,(1) Yes,(2) No,(2) No,NA,(1) Asian American
0650000024,447.5794498,(07) Japanese,(1) Asian American,CA               ,(1) Male,(6) Graduate or Professional degree,(10) Japan,NA,(1) U.S. Citizen,NA,NA,(2) 35 or above,NA,(2) Not registered,NA,NA,(2) Republican,NA,NA,(2) Somewhat unfavorable,(1) Very unfavorable,(1) Very unfavorable,(2) No,(2) No,(1) Strongly agree,(4) Somewhat disagree,(2) Somewhat agree,(2) Somewhat agree,(4) Somewhat disagree,(1) Strongly agree,(2) Somewhat agree,(2) Somewhat agree,(2) Somewhat agree,(1) Strongly agree,(2) No,(1) Yes,(2) No,(2) No,(2) No,(1) Yes,(1) Yes,(1) Yes,(2) No,(2) No,(1) Yes,(1) Yes,(2) No,(2) No,(2) No,NA,(2) ANSWERFROM(RETHNIC)
0600000055,195.1126052,(07) Japanese,(1) Asian American,HI               ,(1) Male,(6) Graduate or Professional degree,NA,NA,NA,"(2) $20,000 to $50,000",NA,(2) 35 or above,NA,"(1) Yes, registered",(1) Yes,(1) Clinton,(2) Republican,(2) Closer to the Democratic party,NA,(4) Very favorable,(1) Very unfavorable,(3) Somewhat favorable,(2) No,(2) No,(2) Somewhat agree,(1) Strongly agree,(1) Strongly agree,(1) Strongly agree,(2) Somewhat agree,(2) Somewhat agree,(1) Strongly agree,(2) Somewhat agree,(3) Neither,(1) Strongly agree,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(1) Yes,(2) No,(2) No,(2) No,(2) No,(1) Yes,(2) No,(2) No,(2) No,NA,(1) Asian American
0600000324,340.9732071,(07) Japanese,(1) Asian American,CA               ,(1) Male,(3) High school degree/GED,NA,NA,NA,"(1) Up to $20,000",NA,(2) 35 or above,NA,(2) Not registered,NA,NA,(3) Independent,NA,NA,(3) Somewhat favorable,(3) Somewhat favorable,(3) Somewhat favorable,(2) No,(2) No,(2) Somewhat agree,(3) Neither,(2) Somewhat agree,(4) Somewhat disagree,(3) Neither,NA,(1) Strongly agree,(2) Somewhat agree,NA,(3) Neither,(2) No,(1) Yes,(2) No,NA,(1) Yes,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(1) Yes,(2) No,(2) No,NA,(2) ANSWERFROM(RETHNIC)
0600000117,321.3388605,(07) Japanese,(1) Asian American,HI               ,(1) Male,(3) High school degree/GED,NA,NA,NA,NA,NA,(2) 35 or above,NA,"(1) Yes, registered",(1) Yes,(2) Trump,(2) Republican,NA,NA,(1) Very unfavorable,(4) Very favorable,(1) Very unfavorable,(1) Yes,(1) Yes,(4) Somewhat disagree,(1) Strongly agree,(2) Somewhat agree,(2) Somewhat agree,(1) Strongly agree,(5) Strongly disagree,(5) Strongly disagree,NA,NA,(5) Strongly disagree,(2) No,(2) No,(2) No,(2) No,(1) Yes,(2) No,(1) Yes,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,NA,(5) American
0250000130,207.0343146,(07) Japanese,(1) Asian American,CA               ,(1) Male,"(4) Some college, but no degree",NA,NA,NA,"(4) $75,000 to $100,000",NA,(2) 35 or above,NA,"(1) Yes, registered",(1) Yes,(1) Clinton,(1) Democrat,NA,NA,(4) Very favorable,(5) No opinion,(4) Very favorable,(1) Yes,(2) No,(2) Somewhat agree,(1) Strongly agree,(2) Somewhat agree,(1) Strongly agree,(1) Strongly agree,(2) Somewhat agree,(1) Strongly agree,(4) Somewhat disagree,(2) Somewhat agree,(5) Strongly disagree,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,NA,(3) ANSWERFROM(RETHNIC) American
0600000461,567.9449599,(07) Japanese,(1) Asian American,HI               ,(2) Female,(5) College degree or Bachelor's degree,(10) Japan,NA,(1) U.S. Citizen,NA,"(3) More than $100,000",(2) 35 or above,NA,"(1) Yes, registered",(2) No,NA,(3) Independent,(3) Closer to neither party,NA,(5) No opinion,(3) Somewhat favorable,(3) Somewhat favorable,(2) No,(2) No,(2) Somewhat agree,(4) Somewhat disagree,(2) Somewhat agree,(3) Neither,(3) Neither,(2) Somewhat agree,(4) Somewhat disagree,NA,NA,(3) Neither,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,NA,(3) ANSWERFROM(RETHNIC) American
0650000275,234.6319219,(07) Japanese,(1) Asian American,OR               ,(2) Female,(6) Graduate or Professional degree,NA,NA,NA,NA,"(2) $50,000 to $100,000",(2) 35 or above,NA,"(1) Yes, registered",(1) Yes,(1) Clinton,(1) Democrat,NA,NA,(4) Very favorable,(1) Very unfavorable,(4) Very favorable,(1) Yes,(2) No,(1) Strongly agree,(2) Somewhat agree,(1) Strongly agree,(1) Strongly agree,(2) Somewhat agree,(2) Somewhat agree,(1) Strongly agree,(1) Strongly agree,(1) Strongly agree,(2) Somewhat agree,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,NA,(3) ANSWERFROM(RETHNIC) American
0600000145,195.1126052,(07) Japanese,(1) Asian American,HI               ,(1) Male,"(4) Some college, but no degree",NA,NA,NA,"(2) $20,000 to $50,000",NA,(2) 35 or above,NA,"(1) Yes, registered",(1) Yes,(2) Trump,(3) Independent,(3) Closer to neither party,NA,(5) No opinion,(5) No opinion,(5) No opinion,(2) No,(2) No,NA,NA,(1) Strongly agree,(1) Strongly agree,(1) Strongly agree,(1) Strongly agree,(5) Strongly disagree,(5) Strongly disagree,(5) Strongly disagree,(5) Strongly disagree,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(1) Yes,(1) Yes,(2) No,(2) No,(1) Yes,(1) Yes,(2) No,(2) No,(2) No,NA,(3) ANSWERFROM(RETHNIC) American
0600000335,308.5635319,(07) Japanese,(1) Asian American,VA               ,(1) Male,(6) Graduate or Professional degree,NA,NA,NA,NA,NA,(2) 35 or above,NA,"(1) Yes, registered",(1) Yes,(1) Clinton,(1) Democrat,NA,NA,(4) Very favorable,(1) Very unfavorable,(3) Somewhat favorable,(1) Yes,(2) No,(2) Somewhat agree,(4) Somewhat disagree,(2) Somewhat agree,(2) Somewhat agree,(4) Somewhat disagree,(2) Somewhat agree,(2) Somewhat agree,(1) Strongly agree,(1) Strongly agree,(1) Strongly agree,(2) No,(1) Yes,(2) No,(2) No,(1) Yes,(2) No,(1) Yes,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,NA,(4) Asian
0600000346,992.5243644,(07) Japanese,(1) Asian American,CA               ,(2) Female,(3) High school degree/GED,(10) Japan,NA,(1) U.S. Citizen,NA,"(2) $50,000 to $100,000",(2) 35 or above,NA,"(1) Yes, registered",(2) No,NA,(2) Republican,NA,NA,(4) Very favorable,(1) Very unfavorable,(3) Somewhat favorable,(1) Yes,(2) No,(2) Somewhat agree,(3) Neither,(2) Somewhat agree,(1) Strongly agree,(4) Somewhat disagree,(2) Somewhat agree,(4) Somewhat disagree,(4) Somewhat disagree,(4) Somewhat disagree,(2) Somewhat agree,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(1) Yes,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,NA,(2) ANSWERFROM(RETHNIC)
0400000063,234.6319219,(07) Japanese,(1) Asian American,OR               ,(2) Female,(6) Graduate or Professional degree,NA,NA,NA,"(4) $75,000 to $100,000",NA,(2) 35 or above,NA,"(1) Yes, registered",(1) Yes,(1) Clinton,(1) Democrat,NA,NA,(4) Very favorable,(1) Very unfavorable,(3) Somewhat favorable,(2) No,(1) Yes,(1) Strongly agree,(1) Strongly agree,(1) Strongly agree,(1) Strongly agree,(1) Strongly agree,(1) Strongly agree,(1) Strongly agree,(1) Strongly agree,(1) Strongly agree,(1) Strongly agree,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(1) Yes,(2) No,(2) No,(2) No,(2) No,(2) No,NA,(1) Asian American
0600000395,384.2347853,(07) Japanese,(1) Asian American,HI               ,(1) Male,"(2) Some schooling, no high school degree/GED",NA,NA,NA,"(2) $20,000 to $50,000",NA,(2) 35 or above,NA,(2) Not registered,NA,NA,(3) Independent,NA,NA,(5) No opinion,(6) Never heard,(5) No opinion,(2) No,(2) No,(2) Somewhat agree,(2) Somewhat agree,(2) Somewhat agree,(2) Somewhat agree,(4) Somewhat disagree,(2) Somewhat agree,(2) Somewhat agree,(2) Somewhat agree,(2) Somewhat agree,(2) Somewhat agree,(2) No,(1) Yes,(2) No,(2) No,(2) No,(2) No,(1) Yes,(1) Yes,(1) Yes,(2) No,(2) No,(2) No,(1) Yes,(2) No,(2) No,NA,(3) ANSWERFROM(RETHNIC) American
0650000303,441.345069,(07) Japanese,(1) Asian American,CA               ,(2) Female,(5) College degree or Bachelor's degree,NA,NA,NA,NA,NA,(1) Below age 35,NA,"(1) Yes, registered",(1) Yes,(1) Clinton,(1) Democrat,NA,NA,(4) Very favorable,(1) Very unfavorable,(4) Very favorable,(2) No,(2) No,(2) Somewhat agree,(1) Strongly agree,(1) Strongly agree,(2) Somewhat agree,(5) Strongly disagree,(1) Strongly agree,(1) Strongly agree,(1) Strongly agree,(2) Somewhat agree,(1) Strongly agree,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(1) Yes,(1) Yes,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,NA,(1) Asian American
0650000230,327.7820461,(07) Japanese,(9) Multiracial American,CA               ,(1) Male,(6) Graduate or Professional degree,NA,NA,NA,"(7) $250,000 and over",NA,(1) Below age 35,NA,"(1) Yes, registered",(1) Yes,(1) Clinton,(2) Republican,NA,(2) Closer to the Democratic party,(4) Very favorable,(1) Very unfavorable,(3) Somewhat favorable,(2) No,(2) No,(1) Strongly agree,(1) Strongly agree,(2) Somewhat agree,(1) Strongly agree,(2) Somewhat agree,(1) Strongly agree,(1) Strongly agree,(2) Somewhat agree,(1) Strongly agree,(2) Somewhat agree,(2) No,(2) No,(2) No,(1) Yes,(2) No,(2) No,(1) Yes,(1) Yes,(2) No,(1) Yes,(1) Yes,(1) Yes,(1) Yes,(1) Yes,(2) No,NA,NA
0600000313,174.2585039,(07) Japanese,(1) Asian American,OR               ,(1) Male,(6) Graduate or Professional degree,NA,NA,NA,"(2) $20,000 to $50,000",NA,(2) 35 or above,NA,"(1) Yes, registered",(1) Yes,(1) Clinton,(2) Republican,NA,(2) Closer to the Democratic party,(4) Very favorable,(1) Very unfavorable,(3) Somewhat favorable,(2) No,(2) No,(5) Strongly disagree,(4) Somewhat disagree,(4) Somewhat disagree,(1) Strongly agree,(2) Somewhat agree,(5) Strongly disagree,(4) Somewhat disagree,(4) Somewhat disagree,(4) Somewhat disagree,(2) Somewhat agree,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(1) Yes,(1) Yes,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,NA,(5) American
0600000498,159.1796038,(07) Japanese,(1) Asian American,IL               ,(1) Male,"(4) Some college, but no degree",NA,NA,NA,"(5) $100,000 to $125,000",NA,(2) 35 or above,NA,"(1) Yes, registered",(1) Yes,(1) Clinton,(3) Independent,NA,(3) Closer to neither party,(3) Somewhat favorable,(2) Somewhat unfavorable,(3) Somewhat favorable,(2) No,(2) No,(5) Strongly disagree,(2) Somewhat agree,(5) Strongly disagree,(1) Strongly agree,(3) Neither,(2) Somewhat agree,(2) Somewhat agree,(2) Somewhat agree,(3) Neither,(1) Strongly agree,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(1) Yes,(1) Yes,NA,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,NA,(3) ANSWERFROM(RETHNIC) American
0650000238,415.9309841,(07) Japanese,(1) Asian American,HI               ,(2) Female,(5) College degree or Bachelor's degree,NA,NA,NA,"(7) $250,000 and over",NA,(1) Below age 35,NA,"(1) Yes, registered",(1) Yes,(1) Clinton,(1) Democrat,NA,NA,(4) Very favorable,(1) Very unfavorable,(3) Somewhat favorable,(1) Yes,(2) No,(2) Somewhat agree,(2) Somewhat agree,(3) Neither,(2) Somewhat agree,(2) Somewhat agree,(2) Somewhat agree,(1) Strongly agree,(2) Somewhat agree,(1) Strongly agree,(2) Somewhat agree,(2) No,(1) Yes,(2) No,(2) No,(2) No,(2) No,(1) Yes,(1) Yes,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,NA,(3) ANSWERFROM(RETHNIC) American
0600000504,207.0343146,(07) Japanese,(1) Asian American,CA               ,(1) Male,(6) Graduate or Professional degree,NA,NA,NA,NA,"(1) Less than $50,000",(2) 35 or above,NA,"(1) Yes, registered",(1) Yes,(2) Trump,(2) Republican,NA,NA,(3) Somewhat favorable,(3) Somewhat favorable,(1) Very unfavorable,(2) No,(2) No,(5) Strongly disagree,(1) Strongly agree,(2) Somewhat agree,(1) Strongly agree,(1) Strongly agree,(2) Somewhat agree,(2) Somewhat agree,(3) Neither,(3) Neither,(5) Strongly disagree,(2) No,(1) Yes,(2) No,(2) No,(2) No,(2) No,(1) Yes,NA,NA,(2) No,(2) No,(2) No,(2) No,(1) Yes,(2) No,NA,(3) ANSWERFROM(RETHNIC) American
0650000075,464.6701391,(07) Japanese,(9) Multiracial American,PA               ,(2) Female,(6) Graduate or Professional degree,NA,NA,NA,"(5) $100,000 to $125,000",NA,(1) Below age 35,NA,"(1) Yes, registered",(1) Yes,(1) Clinton,(1) Democrat,NA,NA,(4) Very favorable,(3) Somewhat favorable,(4) Very favorable,(2) No,(2) No,(1) Strongly agree,(2) Somewhat agree,(1) Strongly agree,(1) Strongly agree,(5) Strongly disagree,(2) Somewhat agree,(1) Strongly agree,(1) Strongly agree,(2) Somewhat agree,(2) Somewhat agree,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(1) Yes,(1) Yes,(1) Yes,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,NA,NA
0650000079,207.0343146,(07) Japanese,(1) Asian American,CA               ,(1) Male,(6) Graduate or Professional degree,NA,NA,NA,NA,NA,(2) 35 or above,NA,"(1) Yes, registered",(1) Yes,(1) Clinton,(3) Independent,NA,NA,(3) Somewhat favorable,(2) Somewhat unfavorable,(3) Somewhat favorable,(1) Yes,(1) Yes,(5) Strongly disagree,(5) Strongly disagree,(4) Somewhat disagree,(1) Strongly agree,(5) Strongly disagree,(1) Strongly agree,(2) Somewhat agree,NA,NA,(5) Strongly disagree,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(1) Yes,(1) Yes,(2) No,(2) No,(1) Yes,(2) No,(1) Yes,(2) No,(2) No,NA,NA
0600000050,202.5416962,(07) Japanese,(1) Asian American,MD               ,(2) Female,(5) College degree or Bachelor's degree,NA,NA,NA,"(2) $20,000 to $50,000",NA,(2) 35 or above,NA,"(1) Yes, registered",(1) Yes,(1) Clinton,(1) Democrat,NA,NA,(4) Very favorable,(2) Somewhat unfavorable,(3) Somewhat favorable,(1) Yes,(2) No,NA,NA,(1) Strongly agree,NA,(5) Strongly disagree,(1) Strongly agree,NA,NA,NA,NA,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(1) Yes,(1) Yes,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,NA,(3) ANSWERFROM(RETHNIC) American
0650000362,450.0237706,(07) Japanese,(1) Asian American,CO               ,(1) Male,(5) College degree or Bachelor's degree,(10) Japan,NA,(1) U.S. Citizen,"(6) $125,000 to $250,000",NA,(2) 35 or above,NA,"(1) Yes, registered",(1) Yes,(1) Clinton,(1) Democrat,(1) Closer to the Republican Party,NA,(3) Somewhat favorable,(1) Very unfavorable,(3) Somewhat favorable,(1) Yes,(1) Yes,(5) Strongly disagree,(3) Neither,(2) Somewhat agree,(1) Strongly agree,(2) Somewhat agree,(4) Somewhat disagree,(5) Strongly disagree,(2) Somewhat agree,(1) Strongly agree,(1) Strongly agree,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(1) Yes,(1) Yes,(2) No,(2) No,(2) No,(2) No,(2) No,(1) Yes,(2) No,NA,(1) Asian American
0650000378,278.7632055,(07) Japanese,(1) Asian American,CA               ,(2) Female,(5) College degree or Bachelor's degree,NA,NA,NA,"(5) $100,000 to $125,000",NA,(2) 35 or above,NA,"(1) Yes, registered",(1) Yes,(2) Trump,(2) Republican,NA,NA,(3) Somewhat favorable,(3) Somewhat favorable,(1) Very unfavorable,(1) Yes,(2) No,(5) Strongly disagree,(1) Strongly agree,(1) Strongly agree,(5) Strongly disagree,(5) Strongly disagree,(5) Strongly disagree,(2) Somewhat agree,(1) Strongly agree,(3) Neither,(4) Somewhat disagree,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(1) Yes,(1) Yes,(1) Yes,(2) No,(1) Yes,(1) Yes,(2) No,(2) No,(2) No,NA,(3) ANSWERFROM(RETHNIC) American
0600000582,195.1126052,(07) Japanese,(1) Asian American,HI               ,(1) Male,(6) Graduate or Professional degree,NA,NA,NA,NA,NA,(2) 35 or above,(5) 65 or over,"(1) Yes, registered",(1) Yes,(1) Clinton,(2) Republican,NA,(2) Closer to the Democratic party,(4) Very favorable,(2) Somewhat unfavorable,(3) Somewhat favorable,(1) Yes,(2) No,(1) Strongly agree,NA,(2) Somewhat agree,(1) Strongly agree,(1) Strongly agree,(4) Somewhat disagree,(1) Strongly agree,(3) Neither,(3) Neither,(2) Somewhat agree,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(1) Yes,(1) Yes,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,NA,(6) Other
0600000467,195.1126052,(07) Japanese,(1) Asian American,HI               ,(1) Male,(5) College degree or Bachelor's degree,NA,NA,NA,"(6) $125,000 to $250,000",NA,(2) 35 or above,(4) 50 to 64,"(1) Yes, registered",(1) Yes,(5) Some other candidate,(1) Democrat,NA,(1) Closer to the Republican Party,(1) Very unfavorable,(5) No opinion,(1) Very unfavorable,(2) No,(2) No,(5) Strongly disagree,(2) Somewhat agree,(5) Strongly disagree,(2) Somewhat agree,(3) Neither,(5) Strongly disagree,(5) Strongly disagree,(5) Strongly disagree,(4) Somewhat disagree,(5) Strongly disagree,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(1) Yes,(2) No,NA,(4) Asian
0650000210,441.345069,(07) Japanese,(1) Asian American,CA               ,(2) Female,(6) Graduate or Professional degree,NA,NA,NA,"(6) $125,000 to $250,000",NA,(1) Below age 35,NA,"(1) Yes, registered",(1) Yes,(1) Clinton,(1) Democrat,NA,NA,(4) Very favorable,(1) Very unfavorable,(4) Very favorable,(1) Yes,(2) No,(1) Strongly agree,(1) Strongly agree,(1) Strongly agree,(1) Strongly agree,(5) Strongly disagree,(1) Strongly agree,(1) Strongly agree,(1) Strongly agree,(1) Strongly agree,(1) Strongly agree,(2) No,(2) No,(2) No,(2) No,(2) No,(1) Yes,(1) Yes,(1) Yes,(1) Yes,(2) No,(2) No,(1) Yes,(2) No,(2) No,(2) No,NA,(1) Asian American
0300001085,992.5243644,(07) Japanese,(9) Multiracial American,CA               ,(2) Female,(3) High school degree/GED,NA,NA,(1) U.S. Citizen,NA,"(1) Less than $50,000",(2) 35 or above,(5) 65 or over,"(1) Yes, registered",(1) Yes,(1) Clinton,(1) Democrat,NA,NA,(4) Very favorable,(1) Very unfavorable,(4) Very favorable,(2) No,(2) No,(1) Strongly agree,(1) Strongly agree,NA,(1) Strongly agree,NA,(1) Strongly agree,(1) Strongly agree,(2) Somewhat agree,(1) Strongly agree,NA,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(1) Yes,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,NA,NA
0600000128,262.7111132,(07) Japanese,(1) Asian American,HI               ,(2) Female,(5) College degree or Bachelor's degree,NA,NA,NA,"(5) $100,000 to $125,000",NA,(2) 35 or above,NA,"(1) Yes, registered",(1) Yes,(5) Some other candidate,(2) Republican,NA,NA,(4) Very favorable,(2) Somewhat unfavorable,(2) Somewhat unfavorable,(2) No,(2) No,(4) Somewhat disagree,(3) Neither,(1) Strongly agree,(2) Somewhat agree,(2) Somewhat agree,(1) Strongly agree,(4) Somewhat disagree,(3) Neither,(3) Neither,(2) Somewhat agree,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(1) Yes,NA,NA,(2) No,(2) No,(1) Yes,(2) No,(2) No,(2) No,NA,(3) ANSWERFROM(RETHNIC) American
0650000258,207.0343146,(07) Japanese,(1) Asian American,CA               ,(1) Male,(5) College degree or Bachelor's degree,NA,NA,NA,"(7) $250,000 and over",NA,(2) 35 or above,NA,"(1) Yes, registered",(1) Yes,(2) Trump,(2) Republican,NA,NA,(2) Somewhat unfavorable,(3) Somewhat favorable,(1) Very unfavorable,(1) Yes,(2) No,(5) Strongly disagree,(5) Strongly disagree,(5) Strongly disagree,(2) Somewhat agree,(2) Somewhat agree,(5) Strongly disagree,(1) Strongly agree,(2) Somewhat agree,(2) Somewhat agree,(4) Somewhat disagree,(1) Yes,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,NA,(3) ANSWERFROM(RETHNIC) American
0650000372,447.5794498,(07) Japanese,(1) Asian American,CA               ,(1) Male,(6) Graduate or Professional degree,(10) Japan,NA,(1) U.S. Citizen,"(5) $100,000 to $125,000",NA,(2) 35 or above,NA,"(1) Yes, registered",(1) Yes,(1) Clinton,(1) Democrat,NA,NA,(3) Somewhat favorable,(2) Somewhat unfavorable,(3) Somewhat favorable,(2) No,(2) No,(2) Somewhat agree,(2) Somewhat agree,(4) Somewhat disagree,(4) Somewhat disagree,(4) Somewhat disagree,(2) Somewhat agree,(2) Somewhat agree,(3) Neither,(4) Somewhat disagree,(4) Somewhat disagree,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(1) Yes,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,NA,(3) ANSWERFROM(RETHNIC) American
0600000257,195.1126052,(07) Japanese,(1) Asian American,HI               ,(1) Male,(6) Graduate or Professional degree,NA,NA,NA,"(5) $100,000 to $125,000",NA,(2) 35 or above,NA,"(1) Yes, registered",(1) Yes,(1) Clinton,(2) Republican,NA,(2) Closer to the Democratic party,(4) Very favorable,(2) Somewhat unfavorable,(3) Somewhat favorable,(2) No,(2) No,(3) Neither,(3) Neither,(2) Somewhat agree,(2) Somewhat agree,(2) Somewhat agree,(2) Somewhat agree,(2) Somewhat agree,(4) Somewhat disagree,(2) Somewhat agree,(2) Somewhat agree,(1) Yes,(1) Yes,(2) No,(2) No,(2) No,(2) No,(2) No,(1) Yes,(1) Yes,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,NA,(1) Asian American
0800000316,195.1126052,(07) Japanese,(1) Asian American,HI               ,(1) Male,(6) Graduate or Professional degree,NA,NA,NA,"(4) $75,000 to $100,000",NA,(2) 35 or above,NA,"(1) Yes, registered",(1) Yes,(1) Clinton,(1) Democrat,NA,NA,(4) Very favorable,(1) Very unfavorable,(3) Somewhat favorable,(2) No,(2) No,(4) Somewhat disagree,NA,(2) Somewhat agree,(2) Somewhat agree,(4) Somewhat disagree,(2) Somewhat agree,(2) Somewhat agree,NA,NA,(1) Strongly agree,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(1) Yes,NA,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,NA,(3) ANSWERFROM(RETHNIC) American
0650000302,441.345069,(07) Japanese,(1) Asian American,CA               ,(2) Female,(6) Graduate or Professional degree,NA,NA,NA,"(5) $100,000 to $125,000",NA,(1) Below age 35,NA,"(1) Yes, registered",(1) Yes,(1) Clinton,(1) Democrat,NA,NA,(4) Very favorable,(1) Very unfavorable,(3) Somewhat favorable,(2) No,(2) No,(1) Strongly agree,(2) Somewhat agree,(1) Strongly agree,(2) Somewhat agree,(4) Somewhat disagree,(1) Strongly agree,(2) Somewhat agree,(4) Somewhat disagree,(2) Somewhat agree,(4) Somewhat disagree,(2) No,(2) No,(2) No,(1) Yes,(2) No,(2) No,(2) No,(1) Yes,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,NA,(3) ANSWERFROM(RETHNIC) American
0600000186,195.1126052,(07) Japanese,(1) Asian American,HI               ,(1) Male,(6) Graduate or Professional degree,NA,NA,NA,"(4) $75,000 to $100,000",NA,(2) 35 or above,NA,"(1) Yes, registered",(1) Yes,NA,(3) Independent,NA,(3) Closer to neither party,(4) Very favorable,(3) Somewhat favorable,(1) Very unfavorable,(2) No,(2) No,(4) Somewhat disagree,(4) Somewhat disagree,(4) Somewhat disagree,(4) Somewhat disagree,(1) Strongly agree,(1) Strongly agree,(5) Strongly disagree,(4) Somewhat disagree,(2) Somewhat agree,(4) Somewhat disagree,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(1) Yes,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,NA,(5) American
0650000034,195.1126052,(07) Japanese,(1) Asian American,HI               ,(1) Male,(6) Graduate or Professional degree,NA,NA,NA,"(7) $250,000 and over",NA,(2) 35 or above,NA,"(1) Yes, registered",(1) Yes,(2) Trump,(1) Democrat,NA,(1) Closer to the Republican Party,(2) Somewhat unfavorable,(3) Somewhat favorable,(1) Very unfavorable,(1) Yes,(2) No,(5) Strongly disagree,(4) Somewhat disagree,(3) Neither,(5) Strongly disagree,(4) Somewhat disagree,(4) Somewhat disagree,(5) Strongly disagree,(5) Strongly disagree,(4) Somewhat disagree,(5) Strongly disagree,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(1) Yes,(1) Yes,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,(2) No,NA,(3) ANSWERFROM(RETHNIC) American
